The number of OMP threads per trainer is set to 8
Namespace(dataset=None, graph_name='ogbn-products', id=None, ip_config='ip_config.txt', part_config=None, num_clients=None, n_classes=None, backend='gloo', num_gpus=4, num_epochs=30, num_hidden=16, num_layers=2, fan_out='10,25', batch_size=1000, batch_size_eval=100000, log_every=20, eval_every=5, lr=0.003, dropout=0.5, local_rank=2, standalone=False, pad_data=False, net_type='socket')
mew1 Initializing DGL dist
Namespace(dataset=None, graph_name='ogbn-products', id=None, ip_config='ip_config.txt', part_config=None, num_clients=None, n_classes=None, backend='gloo', num_gpus=4, num_epochs=30, num_hidden=16, num_layers=2, fan_out='10,25', batch_size=1000, batch_size_eval=100000, log_every=20, eval_every=5, lr=0.003, dropout=0.5, local_rank=0, standalone=False, pad_data=False, net_type='socket')
Namespace(dataset=None, graph_name='ogbn-products', id=None, ip_config='ip_config.txt', part_config=None, num_clients=None, n_classes=None, backend='gloo', num_gpus=4, num_epochs=30, num_hidden=16, num_layers=2, fan_out='10,25', batch_size=1000, batch_size_eval=100000, log_every=20, eval_every=5, lr=0.003, dropout=0.5, local_rank=1, standalone=False, pad_data=False, net_type='socket')mew1 Initializing DGL dist

mew1 Initializing DGL dist
Namespace(dataset=None, graph_name='ogbn-products', id=None, ip_config='ip_config.txt', part_config=None, num_clients=None, n_classes=None, backend='gloo', num_gpus=4, num_epochs=30, num_hidden=16, num_layers=2, fan_out='10,25', batch_size=1000, batch_size_eval=100000, log_every=20, eval_every=5, lr=0.003, dropout=0.5, local_rank=3, standalone=False, pad_data=False, net_type='socket')
mew1 Initializing DGL dist
Namespace(dataset=None, graph_name='ogbn-products', id=None, ip_config='ip_config.txt', part_config=None, num_clients=None, n_classes=None, backend='gloo', num_gpus=4, num_epochs=30, num_hidden=16, num_layers=2, fan_out='10,25', batch_size=1000, batch_size_eval=100000, log_every=20, eval_every=5, lr=0.003, dropout=0.5, local_rank=3, standalone=False, pad_data=False, net_type='socket')
mew2 Initializing DGL dist
Namespace(dataset=None, graph_name='ogbn-products', id=None, ip_config='ip_config.txt', part_config=None, num_clients=None, n_classes=None, backend='gloo', num_gpus=4, num_epochs=30, num_hidden=16, num_layers=2, fan_out='10,25', batch_size=1000, batch_size_eval=100000, log_every=20, eval_every=5, lr=0.003, dropout=0.5, local_rank=2, standalone=False, pad_data=False, net_type='socket')Namespace(dataset=None, graph_name='ogbn-products', id=None, ip_config='ip_config.txt', part_config=None, num_clients=None, n_classes=None, backend='gloo', num_gpus=4, num_epochs=30, num_hidden=16, num_layers=2, fan_out='10,25', batch_size=1000, batch_size_eval=100000, log_every=20, eval_every=5, lr=0.003, dropout=0.5, local_rank=1, standalone=False, pad_data=False, net_type='socket')

mew2mew2  Initializing DGL distInitializing DGL dist

Namespace(dataset=None, graph_name='ogbn-products', id=None, ip_config='ip_config.txt', part_config=None, num_clients=None, n_classes=None, backend='gloo', num_gpus=4, num_epochs=30, num_hidden=16, num_layers=2, fan_out='10,25', batch_size=1000, batch_size_eval=100000, log_every=20, eval_every=5, lr=0.003, dropout=0.5, local_rank=0, standalone=False, pad_data=False, net_type='socket')
mew2 Initializing DGL dist
Client [2459785] waits on 192.168.10.12:60933
Client [2459784] waits on 192.168.10.12:56349
Client [2459783] waits on 192.168.10.12:40279
Client [2459786] waits on 192.168.10.12:45925
Client [3360602] waits on 192.168.10.11:59147
Client [3360601] waits on 192.168.10.11:49951
Client [3360599] waits on 192.168.10.11:49355
Client [3360600] waits on 192.168.10.11:41457
Machine (0) group (0) client (0) connect to server successfuly!
Machine (0) group (0) client (1) connect to server successfuly!
Machine (0) group (0) client (2) connect to server successfuly!
Machine (0) group (0) client (3) connect to server successfuly!
Machine (1) group (0) client (4) connect to server successfuly!
Machine (1) group (0) client (5) connect to server successfuly!
Machine (1) group (0) client (6) connect to server successfuly!
Machine (1) group (0) client (7) connect to server successfuly!
mew1 Initializing DGL process group
mew1 Initializing DGL process group
mew1 Initializing DGL process group
mew1 Initializing DGL process group
mew2 Initializing DGL process group
mew2 Initializing DGL process group
mew2 Initializing DGL process group
mew2 Initializing DGL process group
mew1 Initializing DistGraph
mew1 Initializing DistGraph
mew1 Initializing DistGraph
mew2 Initializing DistGraph
mew1 Initializing DistGraph
mew2 Initializing DistGraph
mew2 Initializing DistGraph
mew2 Initializing DistGraph
mew1 rank: 0
mew1 rank: mew2 rank: 7
2
mew2 rank: 6
mew1mew1 rank:  rank: 31

mew2 rank: 5
mew2 rank: 4
part 6, train: 275468 (local: 275468), val: 275468 (local: 275468), test: 275468 (local: 275468)
part 1, train: 275469 (local: 275296), val: 275469 (local: 275296), test: 275469 (local: 275296)
part 4, train: 275469 (local: 275469), val: 275469 (local: 275469), test: 275469 (local: 275469)
part 7, train: 275468 (local: 275468), val: 275468 (local: 275468), test: 275468 (local: 275468)
part 2, train: 275468 (local: 275262), val: 275468 (local: 275262), test: 275468 (local: 275262)
part 3, train: 275468 (local: 275270), val: 275468 (local: 275270), test: 275468 (local: 275270)
#labels: 47
part 0, train: 275469 (local: 275268), val: 275469 (local: 275268), test: 275469 (local: 275268)
#labels: 47
#labels: 47
#labels: 47
#labels: 47
part 5, train: 275469 (local: 275469), val: 275469 (local: 275469), test: 275469 (local: 275469)
#labels: 47
#labels: 47
#labels: 47
Part 0 | Epoch 00000 | Step 00000 | Loss 5.3469 | Train Acc 0.0150 | Speed (samples/sec) nan | GPU 57.7 MB | time 1.378 s
Part 1 | Epoch 00000 | Step 00000 | Loss 5.4306 | Train Acc 0.0150 | Speed (samples/sec) nan | GPU 55.1 MB | time 1.352 s
Part 3 | Epoch 00000 | Step 00000 | Loss 5.4432 | Train Acc 0.0180 | Speed (samples/sec) nan | GPU 55.1 MB | time 1.328 s
Part 4 | Epoch 00000 | Step 00000 | Loss 5.2851 | Train Acc 0.0210 | Speed (samples/sec) nan | GPU 57.5 MB | time 1.293 sPart 6 | Epoch 00000 | Step 00000 | Loss 5.3166 | Train Acc 0.0170 | Speed (samples/sec) nan | GPU 55.9 MB | time 1.360 s

Part 2 | Epoch 00000 | Step 00000 | Loss 5.3350 | Train Acc 0.0120 | Speed (samples/sec) nan | GPU 58.3 MB | time 1.312 s
Part 5 | Epoch 00000 | Step 00000 | Loss 5.5361 | Train Acc 0.0100 | Speed (samples/sec) nan | GPU 57.6 MB | time 1.298 s
Part 7 | Epoch 00000 | Step 00000 | Loss 5.2885 | Train Acc 0.0210 | Speed (samples/sec) nan | GPU 57.8 MB | time 1.341 s
Part 2 | Epoch 00000 | Step 00020 | Loss 3.3810 | Train Acc 0.1930 | Speed (samples/sec) 15716.1276 | GPU 58.3 MB | time 1.415 s
Part 6 | Epoch 00000 | Step 00020 | Loss 3.5078 | Train Acc 0.1830 | Speed (samples/sec) 18750.2100 | GPU 58.7 MB | time 1.215 s
Part 5 | Epoch 00000 | Step 00020 | Loss 3.4296 | Train Acc 0.1580 | Speed (samples/sec) 16316.0057 | GPU 59.0 MB | time 1.494 s
Part 4 | Epoch 00000 | Step 00020 | Loss 3.5023 | Train Acc 0.1760 | Speed (samples/sec) 20661.8039 | GPU 58.5 MB | time 1.108 s
Part 1 | Epoch 00000 | Step 00020 | Loss 3.4275 | Train Acc 0.1710 | Speed (samples/sec) 29261.4136 | GPU 58.3 MB | time 0.872 s
Part 7 | Epoch 00000 | Step 00020 | Loss 3.4182 | Train Acc 0.1930 | Speed (samples/sec) 23550.3057 | GPU 58.6 MB | time 0.980 s
Part 3 | Epoch 00000 | Step 00020 | Loss 3.4263 | Train Acc 0.1730 | Speed (samples/sec) 24864.1222 | GPU 60.1 MB | time 0.947 s
Part 0 | Epoch 00000 | Step 00020 | Loss 3.3112 | Train Acc 0.1970 | Speed (samples/sec) 28392.0992 | GPU 58.2 MB | time 0.826 s
Part 2 | Epoch 00000 | Step 00040 | Loss 2.6734 | Train Acc 0.3910 | Speed (samples/sec) 17177.2637 | GPU 59.0 MB | time 1.368 s
Part 1 | Epoch 00000 | Step 00040 | Loss 2.6119 | Train Acc 0.3720 | Speed (samples/sec) 30969.4441 | GPU 58.3 MB | time 0.634 s
Part 7 | Epoch 00000 | Step 00040 | Loss 2.5713 | Train Acc 0.3800 | Speed (samples/sec) 19335.3240 | GPU 58.6 MB | time 1.441 s
Part 6 | Epoch 00000 | Step 00040 | Loss 2.5875 | Train Acc 0.3920 | Speed (samples/sec) 21609.2950 | GPU 58.7 MB | time 0.907 s
Part 5 | Epoch 00000 | Step 00040 | Loss 2.5443 | Train Acc 0.3810 | Speed (samples/sec) 14284.6709 | GPU 59.0 MB | time 1.699 s
Part 4 | Epoch 00000 | Step 00040 | Loss 2.6028 | Train Acc 0.3680 | Speed (samples/sec) 20551.2790 | GPU 59.0 MB | time 1.026 s
Part 0 | Epoch 00000 | Step 00040 | Loss 2.6547 | Train Acc 0.3790 | Speed (samples/sec) 26687.8851 | GPU 58.6 MB | time 0.863 s
Part 3 | Epoch 00000 | Step 00040 | Loss 2.6933 | Train Acc 0.3240 | Speed (samples/sec) 22702.4611 | GPU 60.1 MB | time 1.077 s
Part 2 | Epoch 00000 | Step 00060 | Loss 2.2070 | Train Acc 0.4710 | Speed (samples/sec) 15825.8245 | GPU 60.2 MB | time 1.594 s
Part 1 | Epoch 00000 | Step 00060 | Loss 2.2231 | Train Acc 0.4830 | Speed (samples/sec) 30531.8506 | GPU 58.8 MB | time 0.728 sPart 3 | Epoch 00000 | Step 00060 | Loss 2.2871 | Train Acc 0.4280 | Speed (samples/sec) 22639.4276 | GPU 60.1 MB | time 0.948 s

Part 6 | Epoch 00000 | Step 00060 | Loss 2.2826 | Train Acc 0.4610 | Speed (samples/sec) 20827.6648 | GPU 60.2 MB | time 1.101 s
Part 0 | Epoch 00000 | Step 00060 | Loss 2.1549 | Train Acc 0.4840 | Speed (samples/sec) 26647.2621 | GPU 58.6 MB | time 0.804 s
Part 5 | Epoch 00000 | Step 00060 | Loss 2.2329 | Train Acc 0.4480 | Speed (samples/sec) 14342.9105 | GPU 59.0 MB | time 1.765 s
Part 4 | Epoch 00000 | Step 00060 | Loss 2.2137 | Train Acc 0.4370 | Speed (samples/sec) 20329.7558 | GPU 59.0 MB | time 1.150 s
Part 7 | Epoch 00000 | Step 00060 | Loss 2.1834 | Train Acc 0.4520 | Speed (samples/sec) 21651.9670 | GPU 58.6 MB | time 0.809 s
Part 1 | Epoch 00000 | Step 00080 | Loss 1.9978 | Train Acc 0.4980 | Speed (samples/sec) 29875.5274 | GPU 58.8 MB | time 0.799 s
Part 2 | Epoch 00000 | Step 00080 | Loss 1.9337 | Train Acc 0.5510 | Speed (samples/sec) 16207.1140 | GPU 60.2 MB | time 1.449 s
Part 6 | Epoch 00000 | Step 00080 | Loss 1.9431 | Train Acc 0.5030 | Speed (samples/sec) 20075.6948 | GPU 60.2 MB | time 1.309 s
